profile_id,layer,feature_id,feature_symbol,source_kind,source_section,in_core_spec,in_profile,runtime_presence,lean_formalization_status,decl_anchor,evidence_quality,lean_evidence,runtime_evidence,artifact_contract_kind,artifact_contract_status,artifact_contract_evidence,proof_status,test_status,notes
HE-0.2.10,core,core.algorithm_name.merge_bindings,merge_bindings,algorithm_name,Merge bindings (merge_bindings),yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:103:def mergeBindings,decl-explicit,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:103:def mergeBindings,,internal_helper,not_in_export_scope,Internal helper semantics; no direct transition source label.,unknown,unknown,Explicit declaration anchor map.
HE-0.2.10,core,core.algorithm_name.metta,metta,algorithm_name,Evaluate atom (metta),yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Interpreter.lean:46:def metta,decl-explicit,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Interpreter.lean:46:def metta,,transition_source,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:sources.source_label=Metta,unknown,unknown,Explicit declaration anchor map.
HE-0.2.10,core,core.algorithm_name.metta_call,metta_call,algorithm_name,Call MeTTa expression (metta_call),yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Interpreter.lean:256:def mettaCall,decl-explicit,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Interpreter.lean:256:def mettaCall,,transition_source,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:sources.source_label=MettaCall,unknown,unknown,Explicit declaration anchor map.
HE-0.2.10,core,core.algorithm_name.type_cast,type_cast,algorithm_name,Cast types (type_cast),yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TypeCheck.lean:126:def typeCast,decl-explicit,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TypeCheck.lean:126:def typeCast,,transition_source,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:sources.source_label=TypeCast,unknown,unknown,Explicit declaration anchor map.
HE-0.2.10,core,core.elementary_type.%undefined%,%Undefined%,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HELanguageDef.lean:88:def mettaHE,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HELanguageDef.lean:88:def mettaHE,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.atom,Atom,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HEPremises.lean:406:def mettaHEPremises,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/HEPremises.lean:406:def mettaHEPremises,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.expression,Expression,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Atom.lean:188:def expressionType,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Atom.lean:188:def expressionType,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.grounded,Grounded,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Atom.lean:191:def groundedType,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Atom.lean:191:def groundedType,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.symbol,Symbol,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:39:def matchAtoms,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:39:def matchAtoms,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.type,Type,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:87:def guardFamilyFor,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:87:def guardFamilyFor,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.elementary_type.variable,Variable,elementary_type,Elementary types,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:39:def matchAtoms,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/Matching.lean:39:def matchAtoms,,metatype_symbol,not_in_export_scope,Type symbols used by semantics; not exporter control fields.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.grammar_nonterminal.atom,ATOM,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.char,CHAR,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.comment,COMMENT,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.delim,DELIM,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.eol,EOL,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.expression,EXPRESSION,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.grounded,GROUNDED,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.metta,METTA,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.string,STRING,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.symbol,SYMBOL,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.variable,VARIABLE,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.whitespace,WHITESPACE,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.grammar_nonterminal.word,WORD,grammar_nonterminal,S-expression grammar,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,decl-mapped,/home/zar/claude/lean-projects/batteries/mettail-core/MeTTailCore/MeTTaSyntax/Spec.lean:54:structure SyntaxSpec,,syntax_grammar,verified,"/home/zar/claude/lean-projects/algorithms/artifacts/syntax/he.grammar_spec.json:dialect=he,tokens=7,productions=10",unknown,unknown,"Grammar represented by generic SyntaxSpec/GrammarSpec (mettail-core), not uppercase token names."
HE-0.2.10,core,core.minimal_instruction.call-native,call-native,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:103:def callNativeOp,decl-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:103:def callNativeOp,,runtime_internal_instruction,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:rules[].sem_key.dialect_ext contains call-native,unknown,unknown,Mapped to Core MinimalOps `callNativeOp`.
HE-0.2.10,core,core.minimal_instruction.chain,chain,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.collapse-bind,collapse-bind,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:194:def collapseBind,decl-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:194:def collapseBind,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Mapped to Core MinimalOps `collapseBind`.
HE-0.2.10,core,core.minimal_instruction.cons-atom,cons-atom,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.context-space,context-space,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:95:def contextSpace,decl-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:95:def contextSpace,,runtime_internal_instruction,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:rules[].sem_key.dialect_ext contains context-space,unknown,unknown,Mapped to Core MinimalOps `contextSpace`.
HE-0.2.10,core,core.minimal_instruction.decons-atom,decons-atom,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.eval,eval,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.evalc,evalc,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/PeTTa/MinimalInstructions.lean:71:inductive MeTTaStep,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.function,function,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:231:def evalFunction,decl-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:231:def evalFunction,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Mapped to Core MinimalOps `evalFunction` + `return` frame semantics.
HE-0.2.10,core,core.minimal_instruction.metta,metta,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:64:def sourceInstrClassFor,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:64:def sourceInstrClassFor,,transition_source,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:sources.source_label=Metta,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.return,return,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:64:def sourceInstrClassFor,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/HE/TransitionSpec.lean:64:def sourceInstrClassFor,,transition_source,verified,/home/zar/claude/lean-projects/mettapedia/artifacts/transition/he.transition_spec.json:sources.source_label=Return,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.minimal_instruction.superpose-bind,superpose-bind,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:205:def superposeBind,decl-mapped,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/MinimalOps.lean:205:def superposeBind,,minimal_instruction,not_in_export_scope,No direct export artifact mapping defined.,unknown,unknown,Mapped to Core MinimalOps `superposeBind`.
HE-0.2.10,core,core.minimal_instruction.unify,unify,minimal_instruction,Minimal MeTTa instructions,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/FullLanguageDef.lean:29:def mettaFull,,lookup_relation,verified,/home/zar/claude/lean-projects/algorithms/artifacts/lookup/he.lookup_plan.json:families.logical_relation_id=he.eq_query,unknown,unknown,Declaration-anchored Lean match found.
HE-0.2.10,core,core.special_operator.->,->,special_operator,Function type,yes,yes,core-specified,implemented-decl-anchored,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Types.lean:73:def functionType,decl-inferred,/home/zar/claude/lean-projects/mettapedia/Mettapedia/Languages/MeTTa/Core/Types.lean:73:def functionType,,type_operator,not_in_export_scope,"Handled in type-system semantics, not syntax command heads.",unknown,unknown,Declaration-anchored Lean match found.
